sentiment,text,user
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",robotoasterdev
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees fro…,ronanmoriarty
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",assianir
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",CulikOf
neutral,RT @Nezlamna_: НЕ МОВЧІТЬ ПРО ВІЙСЬКОВИЙ ГАРНІЗОН ЗАХИСНИКІВ МАРІУПОЛЯ‼️‼️ \nЇм потрібна наша підтримка🫂🕊\nВони ще не вдома❤️‍🩹\n#saveazovstal…,Vpo5GTj9jAxcpUZ
neutral,"RT @dmitry_gordon: Кошевой: \Хороших россиян\"" нет. Это ссыкливая нация\n#Украина #Россия #агрессияРоссии #вторжениеРоссии #stoprussia #война…""",AnsisEgle
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",marinadegra
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,sorjonen_fi
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",_A_Pilgrim_
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",Bivi_17
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",Rimma_dzimte
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees fro…,WooHooQi
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,no1historychick
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",GMFitzGeraldOG
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",Radu44126707
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",Phil642
neutral,RT @tkanao: ロシアが始めた「3日戦争」の100日目。\n大失態をどこまで隠し通せるのか見もの\n#ウクライナ侵攻\n#StopRussia\nhttps://t.co/QrODup15Fm,kokosu32
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,AlfredGliddon
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",heartsteered
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",VictorN78961942
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,Charlen22337645
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",psagmenoss
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",drusu78
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees fro…,valleonardcomc1
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",PJ7bBLOLe8wtqoa
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",shabkoub
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",5NfF9tAK8zaxSga
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,bandergrad
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",MartinsLusis
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",pl_ckm
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",shakhtarska
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",BruderClemens
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,xlenm
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",LauraGoodhart
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",m83mariusz
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",PeteKFromOhio
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",7rqIWQuA445Rqdn
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",AdrianLJ45
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",V_V_Vavas
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",ned_bade
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",Nazar_910
neutral,"@DefenceHQ #ArmUkraineNow please, help us to #StopRussia",nataliyaGm
negative,RT @jodyvance: 100 days. Imagine being attacked - for doing nothing wrong - for 100 days. One man can stop this. One. Man.  #StopRussia #Ru…,JanetBrown980
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",Luis53764166
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",bonhelene
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,encorebenoit
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",TurskaEl
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",A_Woronecki
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",Martini53
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",dimm
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",ManchurianDevil
negative,RT @helg2014: Terrible price of bread.\n#RussianWarCrimes #war #StopRussia #ArmUkraineNow https://t.co/q0TEYbq0Xk,IvDz6
positive,"RT @halyapuff: #Russia declares peaceful #CrimeanTatar organization ‘terrorist’ to escalate repression in occupied #Crimea, #Kherson, other…",GlasnostGone
neutral,"RT @antiputler_news: 🔵🟡 Вагнер в Лимане отказываться сражаться из-за того, что они  не хотят форсировать хорошо защищенную реку Северского…",OzzieITguy
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",trinity00938206
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",gcrivercat
neutral,"@LulzSecMafia says they had a #TangoDown on neostock[.]ru - CS:GO Community, well #ThatsUnfortunate\n\n#OpRussia… https://t.co/dUcWV5b6sB",KrazyKaoticMess
neutral,RT @virshar_Ua: На замітку всім бажаючим домовитись з московією...\nПеремога буде за нами!!!\n#stoprussia https://t.co/7mInOopKWz,Conrad_The_Bear
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,BSBonner
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",ATek9bahran
neutral,"RT @u24_news: 🇺🇦Ukrainian intelligence officers are constantly in touch with the captured #Azov soldiers, according to #DenysMonastyrsky ,…",Ebbiebak
negative,RT @jodyvance: 100 days. Imagine being attacked - for doing nothing wrong - for 100 days. One man can stop this. One. Man.  #StopRussia #Ru…,notseinfeld01
positive,RT @KrazyKaoticMess: @Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (par…,BornerJere
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",G02891172Yvonne
positive,"Ukrainians used to live happily in their homes, today they live under the horror of constant #Russian attacks. That… https://t.co/Ji7o0AkTk0",LlopisMarta95
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",arturos1965
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,sztu_i
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,BarbelKonkel
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",netta_geo
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,NepCata
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",FrancescSalat
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",NichPetr
neutral,RT @virshar_Ua: На замітку всім бажаючим домовитись з московією...\nПеремога буде за нами!!!\n#stoprussia https://t.co/7mInOopKWz,O60051481
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",kingj69445478
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",CarlKajak
neutral,RT @ukraine_world: Mariott hotel chain suspends operations in Russia.\n\nThe company said that 85 hotels now provide housing for refugees fro…,JostikSepgu
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,MeaganABrown
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,ichnich89648258
neutral,"RT @antiputler_news: 🔵🟡 Вагнер в Лимане отказываться сражаться из-за того, что они  не хотят форсировать хорошо защищенную реку Северского…",IsleyConst
neutral,"Näin #Venäjä n pääuutiskanavalla illalla: \Erikoisoperaatio Ukrainassa ohi. Tarkoitus on nyt demilitarisoida koko… https://t.co/IBQn7ZYzmy""",TemppuTerava
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",CateSpeech
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,A_Woronecki
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,Missfortuneskin
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,EDMARTING
neutral,"RT @antiputler_news: 🔵🟡 Пленные рашисты, которые ехали на учения, у стены в Северодонецке.\n\nP.S.  Ну что, сепарье, боты и фанатики, город в…",IhorSame
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",tdjedruchow
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,stopmadmanputin
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",JoMeh7
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",cosmos58202
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,jasszymon65
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",CDohert17593121
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,wadakashiho
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,Alexandra1UApro
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,DaGodfather59
neutral,RT @IuliiaMendel: Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded. #StandWithUkr…,ukraineinfobot
neutral,RT @gaijin_no_tweet: ❗️現在リヴィウ地方で聞こえる爆発は防空システムからだそう。\n\n#ウクライナ\n#StopRussia,millionmiler4
neutral,Russians hit warehouses of an agricultural enterprise in the Odesa region with cruise missile. Two wounded.… https://t.co/UrziWaNzy6,IuliiaMendel
negative,"RT @Mariana_Betsa: Oleksandr from Mariupol. Russia killed his wife, his mother, ruined his home. He lost his eye, spent a month in ruined M…",paoloappe
neutral,"RT @IndiaNews_itv: 24 फरवरी को शुरू हुई रूस-यूक्रेन जंग को 100 दिन पूरे हो चुके है, लेकिन फिर भी पुतिन रुकने का नाम नहीं ले रहें है ?\n\nआखिर…",SIMRANJ34199407
neutral,"RT @IndiaNews_itv: कितना तबाह यूक्रेन, कितने मज़बूत जेलेंस्की ?\n\n#RussianArmy #RussianUkrainianWar #UkraineWar #UkraineUnderAttaсk #Vladimi…",SIMRANJ34199407
neutral,RT @IndiaNews_itv: Russia Ukraine War: रूसी सेना ने अब तक यूक्रेन के किन हिस्सों पर कब्जा किया है?\n\n#RussianArmy #RussianUkrainianWar #Ukra…,SIMRANJ34199407
neutral,"RT @IndiaNews_itv: Russia Ukraine War: कितना जीता रूस, क्या पाए पुतिन ?\n\n#RussianArmy #RussianUkrainianWar #UkraineWar #UkraineUnderAttaсk…",SIMRANJ34199407
neutral,RT @IndiaNews_itv: दुनिया के अंदर दो ही देश ऐसे है जो रूस से क्रूड ऑयल ले रहें है जिसमें एक भारत है- रूस-यूक्रेन युद्ध को लेकर बोले बीजेपी…,SIMRANJ34199407
neutral,"RT @IndiaNews_itv: रूस-यूक्रेन युद्ध को हुए 100 दिन, अब आगे क्या ? \n\n#RussianArmy #RussianUkrainianWar #UkraineWar #UkraineUnderAttaсk #Vla…",SIMRANJ34199407
neutral,"In yesterday's clashes, the #UkrainianArmy recaptured two regions of #Severodonetsk from the #Russians. In another… https://t.co/6uWnHFN7og",AbdullahManaz
neutral,"aerial vehicles of the enemy, jamming cellular communication centers and Internet sources at the command posts of t… https://t.co/n9ULyHv7ld",gahamalian
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",EDDYDON9
negative,"On the line of contact in the #Zaporozhye region, an exchange of bodies of the dead between #Russia and #Ukraine wa… https://t.co/o0WPIZmiL7",gahamalian
neutral,"He did not have time to finish, as the #Russian gunners fulfilled his desire.\n\n#UkraineRussiaWar #RussianArmy",gahamalian
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",HulshofMenno
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,45Questor
neutral,RT @RwsyaAjl: استهداف مواقع القوات الاوكرانية في سلافيانسك\nروسيا تنتصر ❤️🇷🇺\n#روسيا_واوكرانيا  #روسيا #اوكرانيا #RussianArmy #Ukrainan #Ukra…,zin86408524
positive,"RT @coope125: Kamyshevakha is liberated from #Ukrainian nationalist's, #Chechen special forces are already in the center of the city, movin…",onicha_benjami
neutral,Русским солдатам\n\nТвоя мама всегда желает тебе счастья.\n\nНе ходите на поле боя за нежелательной войной.\n\nПожалуйста… https://t.co/UQ5xDiaMzQ,cham31650863
neutral,‼️ヘルソンではドネツクに帰りたいロシア殺戮盗賊レイプ団が(もしかしたらまだ兵士かも)プーチンに苦情‼️足が痛い薬がない食べ物もない高血圧だ #RussianArmy #PutinWarCriminal #СКСМР #Z… https://t.co/6F3ceIHDut,dolphinpandora
neutral,Let's help #Ukraine Ctrl-Z #RussianArmy! 😁\n\n#StandWithUkraine #ArmUkraineNow #UkraineWillWin https://t.co/NLJWVqaNhS,beefenders
negative,"RT @realBertBlocken: Everywhere in Russia, small clay persons show up that protest against the war in @Ukraine \n\None of them has yet been…""",gart_scheppers
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",SyriaWar2
neutral,"RT @KyivPost: The #RussianArmy shelled the city of #Slovyansk in #Donetsk Oblast, killing three people and injuring another six. https://t.…",Marie_Laveau_
positive,"RT @mns120: Otra baja en los mandos Rusos 🇷🇺, el carnicero de Syria, General Alexander Dvornikov comandante en jefe de la Operacion Especia…",mns120
neutral,#RussianArmy #cowardlyRussians #RussianWarCriminals #russiansoldiers #russiantorture #ukraine #Warzone #war https://t.co/LI2kKl1wJU,AquaRayban
neutral,RT @RwsyaAjl: انسحبت القوات الأوكرانية إلى الضفة الغربية لنهر سيفرسكي دونيتس بالقرب من ليمان تاركة  خلفها خمس قرى\nروسيا تنتصر ❤️🇷🇺\n#روسيا_و…,abo_nazeeh
neutral,RT @RwsyaAjl: نتائج قصف معسكر المرتزقة في  احدى الجبهات، حيث تم تدمير جزء من الثكنات مع الأفراد.\n روسيا تنتصر ❤️🇷🇺\n#روسيا_واوكرانيا  #روسيا…,abo_nazeeh
positive,"RT @TGTM_Official: Russia and China, they're not hiding anymore.\nSo called peaceful nations. Most of the world Military expenditure are bec…",Adamspartner
neutral,RT @RwsyaAjl: اغتنام عربة اوكرانية مدرعة من طراز تريتون\nروسيا تنتصر ❤️🇷🇺\n#روسيا_واوكرانيا  #روسيا #اوكرانيا #RussianArmy #Ukrainan #Ukraine…,abo_nazeeh
neutral,RT @RwsyaAjl: اغتنام دبابة أوكرانية من طراز T-72B\nروسيا تنتصر ❤️🇷🇺\n#روسيا_واوكرانيا  #روسيا #اوكرانيا #RussianArmy #Ukrainan #UkraineRussie…,abo_nazeeh
neutral,RT @RwsyaAjl: طائرة SU-25 روسية بعد اصابتها بصاروخ ارض جو محمول على الكتف Manpads وعودتها الى قواعدها بسلام\nروسيا تنتصر ❤️🇷🇺\n#روسيا_واوكران…,abo_nazeeh
neutral,"RT @RwsyaAjl: حاملة الطائرات الروسية  \كوزنتسوف\"" في رصيف حوض بناء السفن الخامس والثلاثين في مورمانسك..\nروسيا تنتصر ❤️🇷🇺\n#روسيا_واوكرانيا  #…""",abo_nazeeh
neutral,RT @RwsyaAjl: غلاف مجلة الإيكونوميست البريطانية \nحقبة جديدة... كيف جعلت الحرب في أوكرانيا الصراع النووي أكثر احتمالا.\nروسيا تنتصر ❤️🇷🇺\n#روس…,abo_nazeeh
negative,RT @BlackdiasporaV1: Joe Biden is making the same mistake that American foreign policy did in Afghanistan against the Soviet Union 40 years…,diogenesihcoj
neutral,RT @RwsyaAjl: الرئيس الشيشاني رمضان قديروف صرح بعد لقائه بوزير الدفاع الروسي سيرغي شويغو أن الأخير حدد مهام جديدة تنطوي على تحسين التكتيكات…,abo_nazeeh
neutral,RT @RwsyaAjl: نتائج الاشتباك بين القوات الروسية وحلفائها مع القوات الاوكرانية على جبهة ايزيوم.\nمزيد من صور القتلى على قناتي تلغرام لتجنب ال…,abo_nazeeh
neutral,RT @RwsyaAjl: الوضع الميداني في أوكرانيا ليوم 3 حزيران تبعاً لما نشرته وزارة الدفاع الفرنسية\nروسيا تنتصر ❤️🇷🇺\n#روسيا_واوكرانيا  #روسيا #اوك…,abo_nazeeh
neutral,"RT @karolybahri: Putin is sad that from more than 10000 chechens sent to Ukraine, only 26 survived to make tiktok vídeos. \n\nhttps://t.co/pM…",_dj_ambitious
neutral,such comments cab lead to a war...are they deliberately doing this?? \n\n#Russian #RussianArmy #UkraineWar #Ukrania N… https://t.co/eBslnsaHuc,bstocks_org
negative,Joe Biden is making the same mistake that American foreign policy did in Afghanistan against the Soviet Union 40 ye… https://t.co/tMQo24hZ3k,BlackdiasporaV1
negative,"NATO chief on Ukraine war\n\n\ We need to be prepared that this may actually drag on for a long time..\"" \n\n#Russian… https://t.co/Y4lNeBHSgc""",bstocks_org
positive,"RT @O_Ostapchuk: #RussiaUkrainianWar entered the life of 13-year-old Daryna on the last winter day, when #RussianArmy seized her village in…",LaLaFrance2
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",war_int
neutral,"Z nędznego życia hordy orków:\nJeden z rosyjskich żołnierzy ukradł mieszkańcowi #Mariupol-a konsolę #PlayStation 4,… https://t.co/3Io4G43oY5",ArturHawliczek
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",arifzam2019
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",fassbear
neutral,RT @Suriyakmaps: Situation of #Kherson offensive:\nDuring the last three days #RussianArmy managed to push back #UkrainianArmy towards the c…,fassbear
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,may_maeli
neutral,"RT @Suriyakmaps: In addition, on northeastern front, during the last 4 days #RussianArmy managed to recapture Ternova/Тернова town &amp; began…",fassbear
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,teboho_eff
neutral,"RT @TV9Marathi: Russia Ukraine War : रशिया - युक्रेन युद्धाचे 100 दिवस... कुणी काय कमावलं, काय गमावलं? https://t.co/LBdXCkmuKj #Russia #Ukr…",nishant1amity
negative,RT @leonelk855: 🇷🇺 Russian TOS-1A heavy flamethrower system burning out the fortified positions of the AFU near Avdiivka. #RussianArmy http…,NZaxarova
neutral,"#RussiaUkraineWar कवर कर रही न्यूज एजंसी #Reuters की गाड़ी आई आग की चपेट में\n \nहादसे में ड्राइवर की मौत, दो पत्रकार… https://t.co/lBKj78DUBL",fmnews_india
neutral,"@visegrad24 @EmmanuelMacron, how about #PutinsWar must stop and  #RussianArmy hand themselves in to @iccr_TheHague… https://t.co/cnsDR2tToG",BeenDunOver
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,NZaxarova
positive,Just in from Israel Ministry of Foreign Affairs-Snake island 13 saved a transgender 2 year old from sexual assault… https://t.co/h7l7NvazUG,Dan_T87
negative,"RT @Youblacksoul: Often, an ordinary guy, whom no one could ever imagine as the hero of a movie about the war, becomes a real hero, this gu…",AnnaDarko4
negative,#Turks &amp; Kurds of #Ataturk entering in #Greek Smyrna occupying &amp; destroying the cosmopolitan city on September 1922… https://t.co/StlXlfWpNh,JIMMYMAR2
neutral,RT @TuMeraHyBs: #COAS\nPicture of the day 👍\nRetweet\n#bajwa #RETWEEET #وہ_کون_تھا #امپورٹڈ_حکومت_نامنظور \n#امپورٹڈ_مہنگائی_ریجیکٹڈ \n#امپورٹڈ_…,Ismail75642977
positive,"RT @Suriyakmaps: During the last two days of combats, on northeastern front #RussianArmy &amp; #DPR forces advanced from two axis at the northe…",lolodetyrosse
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,zarnica30V
positive,RT @WARFOOTAGE2: Great Loss f a Russian Army noted here.\n\n#RussiaUkraineWar #Ukraine #ukrainewar #Russia #RussianArmy #war https://t.co/wJb…,Archlet1
neutral,"@JoeBiden @EmmanuelMacron @OlafScholz can all kiss my 🍑 Слава Україні, Героям Слава!\n\n#Ukraina #Russian… https://t.co/2VoQBjr6Zm",MalaFide11
positive,RT @Hina_Moradabadi: ⚡ Let see who is more popular contestant in  #KKK12.\n\n#MUFC\n#MunawarKiJanta\n#PratikFam\n#PratikSehajpal #TejasswiPrakas…,munawar0019
neutral,#Ukraine: Ukrainian forces destroyed the Russian BMP-2 IFV in #Zaporizhzhia Oblast using a drone that dropped anti-… https://t.co/SqK6vhiAyL,UWTracker
neutral,RT @TuMeraHyBs: #COAS\nPicture of the day 👍\nRetweet\n#bajwa #RETWEEET #وہ_کون_تھا #امپورٹڈ_حکومت_نامنظور \n#امپورٹڈ_مہنگائی_ریجیکٹڈ \n#امپورٹڈ_…,u88711
neutral,RT @TuMeraHyBs: #COAS\nPicture of the day 👍\nRetweet\n#bajwa #RETWEEET #وہ_کون_تھا #امپورٹڈ_حکومت_نامنظور \n#امپورٹڈ_مہنگائی_ریجیکٹڈ \n#امپورٹڈ_…,Crescia1949
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,Crescia1949
neutral,"@blackintheempir So, as a #Socialist and internationalist, I stand with the #RussianArmy , but also with the suffer… https://t.co/e6suYoqGun",Crescia1949
neutral,RT @TuMeraHyBs: #COAS\nPicture of the day 👍\nRetweet\n#bajwa #RETWEEET #وہ_کون_تھا #امپورٹڈ_حکومت_نامنظور \n#امپورٹڈ_مہنگائی_ریجیکٹڈ \n#امپورٹڈ_…,NaeemaRanjha
neutral,RT @gahamalian: Not just #Zatoka but another bridge in #Nikolaev region was visited today by our #Kalibrs.\n\n#RussianArmy https://t.co/vkGRn…,davidwjohns1111
positive,RT @gahamalian: And this comes along with the fact that #Russian MOD is publishing the archive docs about the liberation of #Nikolaev durin…,davidwjohns1111
neutral,Translation: @EmmanuelMacron is dog 💩.\n\n#Ukraine️ #Ukraina #RussianArmy #StandWithUkraine https://t.co/4aidrcqC86,MalaFide11
